CTM5: Qualifier lobby: U	113842355	2024-05-11 16:50:54+00:00
TBO!M7K: (Qualifiers) vs (Match 3)	113842356	2024-05-11 16:50:55+00:00
Wiktor42453's game	113842357	2024-05-11 16:51:09+00:00
Droulix_yt's game	113842358	2024-05-11 16:51:11+00:00
9micehokage's game	113842359	2024-05-11 16:51:14+00:00
FrostKing's game	113842360	2024-05-11 16:51:16+00:00
DACH24: (senkhyu) vs (Reagis)	113842361	2024-05-11 16:51:20+00:00
SMST: (ArlioN_-) vs (ADMAX333)	113842362	2024-05-11 16:51:22+00:00
ETX: (Zorokii) vs (Xillerini)	113842363	2024-05-11 16:51:24+00:00
M0L0T0V's game	113842364	2024-05-11 16:51:26+00:00
yip[eee	113842365	2024-05-11 16:51:27+00:00
raresn	113842366	2024-05-11 16:51:27+00:00
ikki niko's game	113842367	2024-05-11 16:51:33+00:00
titlezakung2015's game	113842368	2024-05-11 16:51:45+00:00
нубы осу	113842369	2024-05-11 16:51:46+00:00
ARC: (TaryAce ) vs (Commissions to pay house rent)	113842370	2024-05-11 16:51:53+00:00
Abrhaam's game	113842371	2024-05-11 16:51:55+00:00
sakime132's game	113842372	2024-05-11 16:51:56+00:00
PBT2: (honchkrowzikk) vs (Drummin' Dittos)	113842373	2024-05-11 16:51:57+00:00
join my guy	113842374	2024-05-11 16:51:58+00:00
Litrowo's game	113842375	2024-05-11 16:52:03+00:00
PRISM: Qualifiers Lobby B11	113842376	2024-05-11 16:52:03+00:00
found 2024-05-11 17:00:00+00:00! CompleteLobby(lobby_info=<ossapi.ossapi.MatchInfo object at 0x0000021F33A029C0>)
lobby is complete
processing 2024-05-11T16:00:00+00:00
guess: 113885093, 2024-05-14T21:15:26+00:00, delta_time = 279026.0
guess: 113850408, 2024-05-12T04:10:12+00:00, delta_time = 44712.0
guess: 113843790, 2024-05-11T18:26:26+00:00, delta_time = 9686.0
guess: 113841960, 2024-05-11T16:22:01+00:00, delta_time = 2221.0
guess: 113841416, 2024-05-11T15:45:07+00:00, delta_time = 7.0
ChuruBro1's game	113841416	2024-05-11 15:45:07+00:00
elsant	113841417	2024-05-11 15:45:08+00:00
pnakiiskyojin	113841418	2024-05-11 15:45:13+00:00
kagami__'s game	113841419	2024-05-11 15:45:14+00:00
MatGuardian's game	113841420	2024-05-11 15:45:21+00:00
yuntypru	113841421	2024-05-11 15:45:32+00:00
ZCC: Qualifier lobby: AO	113841422	2024-05-11 15:45:32+00:00
Draxs's game	113841423	2024-05-11 15:45:44+00:00
Andrikarys's game	113841424	2024-05-11 15:45:52+00:00
/*-+	113841425	2024-05-11 15:45:55+00:00
ThePatro1's game	113841426	2024-05-11 15:45:56+00:00
rawr	113841427	2024-05-11 15:45:59+00:00
jordanomega's game	113841428	2024-05-11 15:46:01+00:00
밍둥멩	113841429	2024-05-11 15:46:04+00:00
Danirus-Pampeya's game	113841430	2024-05-11 15:46:10+00:00
-chickman-'s game	113841431	2024-05-11 15:46:14+00:00
Dead_hey's game	113841432	2024-05-11 15:46:19+00:00
pattipatti	113841433	2024-05-11 15:46:21+00:00
WonderWhy's game	113841434	2024-05-11 15:46:27+00:00
mixmg's game	113841435	2024-05-11 15:46:28+00:00
TPG1's game	113841436	2024-05-11 15:46:28+00:00
5DF: (Qualifiers) vs (Match 9)	113841437	2024-05-11 15:46:28+00:00
Synqviox's game	113841438	2024-05-11 15:46:33+00:00
KoLya_'s game	113841439	2024-05-11 15:46:38+00:00
qbq's game	113841440	2024-05-11 15:46:39+00:00
Lirryzz's game	113841441	2024-05-11 15:46:40+00:00
TemaPirn's game	113841442	2024-05-11 15:46:41+00:00
Rethek1502's game	113841443	2024-05-11 15:46:41+00:00
ZZaniko's game	113841444	2024-05-11 15:46:46+00:00
şikilotta	113841445	2024-05-11 15:46:47+00:00
SMST: (metalvampir) vs (drobovik123)	113841446	2024-05-11 15:46:54+00:00
tainqi_ag0820's game	113841447	2024-05-11 15:47:01+00:00
şikilotta	113841448	2024-05-11 15:47:03+00:00
Sora	113841449	2024-05-11 15:47:05+00:00
DDS: (Leif Terje) vs (gyrosyapping)	113841450	2024-05-11 15:47:10+00:00
пока	113841451	2024-05-11 15:47:13+00:00
JaviiD_'s game	113841452	2024-05-11 15:47:15+00:00
iongennsonn's game	113841453	2024-05-11 15:47:19+00:00
CREME-pp's game	113841454	2024-05-11 15:47:20+00:00
eunice's game	113841455	2024-05-11 15:47:20+00:00
KoIibri's game	113841456	2024-05-11 15:47:28+00:00
OBC: (шошлыки) vs (четкие перцы)	113841457	2024-05-11 15:47:35+00:00
しんのすけ	113841458	2024-05-11 15:47:45+00:00
Paroyia's game	113841459	2024-05-11 15:47:45+00:00
welcome guys！	113841460	2024-05-11 15:47:57+00:00
123123	113841461	2024-05-11 15:47:57+00:00
ssshhhiiitttyyy's game	113841462	2024-05-11 15:48:03+00:00
solcimallim	113841463	2024-05-11 15:48:04+00:00
StarInShadow's game	113841464	2024-05-11 15:48:04+00:00
prosto4el1941's game	113841465	2024-05-11 15:48:10+00:00
meowqiqi's game	113841466	2024-05-11 15:48:11+00:00
melton's game	113841467	2024-05-11 15:48:14+00:00
Flukekiki's game	113841468	2024-05-11 15:48:18+00:00
wahaha	113841469	2024-05-11 15:48:19+00:00
YuukiDa's game	113841470	2024-05-11 15:48:28+00:00
YHT: (We hate hidden) vs (HD Cripples)	113841471	2024-05-11 15:48:29+00:00
Пряник	113841473	2024-05-11 15:48:30+00:00
Chorosso's game	113841474	2024-05-11 15:48:36+00:00
ffff	113841475	2024-05-11 15:48:45+00:00
ZACH IS A NI	113841476	2024-05-11 15:48:49+00:00
papej chodz	113841477	2024-05-11 15:48:51+00:00
пряник	113841478	2024-05-11 15:48:58+00:00
akisoak's game	113841479	2024-05-11 15:49:10+00:00
test	113841480	2024-05-11 15:49:11+00:00
mewmew	113841481	2024-05-11 15:49:26+00:00
AD	113841482	2024-05-11 15:49:27+00:00
Rethek1502's game	113841483	2024-05-11 15:49:31+00:00
ah1neya's game	113841484	2024-05-11 15:49:32+00:00
Sakuya079's game	113841485	2024-05-11 15:49:33+00:00
Reddix59's game	113841486	2024-05-11 15:49:34+00:00
fabianekbananek's game	113841487	2024-05-11 15:49:38+00:00
solicimallim	113841488	2024-05-11 15:49:41+00:00
111	113841489	2024-05-11 15:49:41+00:00
jima	113841490	2024-05-11 15:49:45+00:00
d3b1l	113841491	2024-05-11 15:49:50+00:00
LARANYAKA's game	113841492	2024-05-11 15:49:53+00:00
NoXie Chan's game	113841493	2024-05-11 15:49:56+00:00
Rasersssss	113841494	2024-05-11 15:50:00+00:00
CTM5: Qualifier lobby: T	113841495	2024-05-11 15:50:05+00:00
nichoxc's game	113841496	2024-05-11 15:50:12+00:00
ETX: (HotdogSlurper44) vs (Green_Planet)	113841497	2024-05-11 15:50:16+00:00
GSHT: (boccher) vs (K.O. Mafia)	113841498	2024-05-11 15:50:22+00:00
Werty_The_Fox's game	113841499	2024-05-11 15:50:24+00:00
xui	113841500	2024-05-11 15:50:32+00:00
ninium	113841501	2024-05-11 15:50:33+00:00
Gigi9's game	113841502	2024-05-11 15:50:34+00:00
PRISM: Qualifiers Lobby B10	113841503	2024-05-11 15:50:34+00:00
found 2024-05-11 16:00:00+00:00! PartialLobby(lobby_info=<ossapi.ossapi.MatchInfo object at 0x0000021F33B9D8E0>, faults={2904140: {4596544: 1, 4596258: 0, 4596261: 1, 4596266: 1, 4596267: 1, 4596246: 1, 4596248: 1, 4596249: 0, 4596251: 1, 4596253: 1}})
lobby is incomplete!
{2904140: {4596544: 1, 4596258: 0, 4596261: 1, 4596266: 1, 4596267: 1, 4596246: 1, 4596248: 1, 4596249: 0, 4596251: 1, 4596253: 1}}
